Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate,Gender_F,Gender_M,Relationship_Status_Married,Relationship_Status_Single,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4
48.0,1.0,25.0,3.0,38.0,0.0,3.0,5.0,3.0,3.0,0.7516,0.7075,2.0,4.0,7.0,3.0,0.1024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
47.0,3.0,15.0,1.0,47.0,1.0,4.0,2.0,3.0,5.0,0.7516,0.7075,2.0,3.0,8.0,1.0,0.0153,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32.20864607867426,4.0,7.0,3.0,33.0,0.0,4.0,5.0,3.0,1.0,-0.9612,0.7075,2.0,3.0,7.0,3.0,0.4009,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33.0,3.0,5.0,3.0,30.0,0.0,1.0,5.0,1.0,5.0,-0.01782892457604515,-0.4537,2.0,3.0,8.0,2.0,0.1443,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63.0,3.0,40.0,1.0,35.0,0.0,2.0,8.0,3.0,1.0,-0.1048,-1.615,2.0,4.0,8.0,4.0,0.1237,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55.0,4.0,33.0,2.0,72.0,0.0,1.0,1.0,2.0,4.0,0.7516,-0.4537,2.0,2.0,8.0,3.0,0.0882,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,3.0,4.0,2.0,37.0,0.0,1.0,8.0,3.0,4.0,0.7516,-0.4537,2.0,2.0,8.0,4.0,0.1581,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40.0,4.0,18.0,1.0,36.0,0.0,2.0,5.0,3.0,2.0,-0.1048,0.7075,2.0,3.0,7.0,1.0,0.1783,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,5.0,6.0,4.0,43.0,1.0,3.0,8.0,2.0,4.0,-0.9612,-2.7762,2.0,3.0,8.0,4.0,0.0548,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58.0,4.0,24.0,1.0,31.0,2.0,2.0,8.0,3.0,4.0,-0.9612,0.7075,1.0,1.0,7.0,3.0,0.0018,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,3.0,5.0,1.0,40.0,1.0,3.0,5.990471447277884,3.0,1.0,0.7516,-1.615,1.0,3.0,8.0,3.0,0.1154,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40.0,1.0,11.0,3.0,46.0,0.0,2.0,8.0,1.0,4.0,0.7516,-0.4537,2.0,1.0,6.0,3.0,0.1372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,3.0,3.0,3.0,62.0,1.0,3.0,6.0,3.0,3.0,0.7516,-0.4537,2.0,3.0,5.0,3.0,0.0083,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,4.0,7.0,3.0,35.0,0.0,4.0,9.0,2.0,1.0,-1.8176,1.8688,2.0,3.0,9.0,3.0,0.027000000000000003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,3.0,6.0,3.0,66.0,0.0,4.0,8.0,3.0,3.0,-0.1048,-0.4537,2.0,3.0,5.0,4.0,0.3354,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
62.0,3.0,40.0,3.0,51.0,1.0,2.0,4.0,3.0,4.0,-0.1048,0.7075,2.0,4.0,8.0,4.0,0.0032,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42.0,2.0,18.0,2.0,48.0,0.0,4.0,3.0,1.0,4.0,1.6081,-0.4537,2.0,4.0,7.0,3.0,0.0696,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40.0,3.0,17.0,2.0,51.0,0.0,2.0,8.0,1.0,4.0,-0.9612,-0.4537,2.0,2.0,8.0,3.0,0.1814,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54.0,3.0,17.0,1.0,31.0,2.0,3.0,7.0,2.0,3.0,-0.9612,0.7075,2.0,2.0,9.0,3.0,0.0489,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42.0,3.0,16.0,3.0,50.0,0.0,1.0,5.0,3.0,3.0,0.7516,-0.4537,2.0,3.0,6.0,1.0,0.0482,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
65.0,3.0,29.0,2.0,73.0,1.0,4.0,7.0,1.0,3.0,-0.9612,0.7075,2.0,4.0,7.0,2.0,0.0038,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
59.0,3.0,37.0,3.0,36.0,0.0,2.0,4.0,5.0,4.0,-0.0088422149122904,-0.4537,2.0,4.0,8.0,5.0,0.0639,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27.0,4.0,5.0,4.0,27.0,1.0,4.0,8.0,1.0,4.0,1.6081,1.8688,1.8777156980270875,2.0,8.0,5.0,0.1285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38.0,5.0,12.0,2.0,56.0,2.0,4.0,8.0,4.0,2.0,-0.1048,-0.4537,2.0,2.0,9.0,3.0,0.2691,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,3.0,6.0,3.0,22.0,1.0,3.0,2.0,2.0,3.0,-0.1048,-1.615,2.0,2.0,9.0,5.0,0.2187,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.317227464296863,4.0,4.0,3.0,43.0,1.0,3.0,5.0,1.0,2.0,-0.1048,-0.4537,2.0,4.0,7.0,5.0,0.0822,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31.0,3.0,3.0,2.0,50.0,1.0,1.0,9.0,4.0,3.0,-0.1048,-0.4537,3.0,3.0,9.0,3.0,0.1377,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,2.0,1.0,1.0,49.0,1.0,3.0,5.0,3.0,4.0,-1.8176,-0.4537,2.0,2.0,8.0,3.0,0.1299,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,4.0,3.0,1.0,72.0,2.0,4.0,8.0,2.0,3.0,-0.9612,0.7075,3.0,1.0,8.0,3.0,0.1557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61.0,3.0,26.0,4.0,40.0,1.0,1.0,5.0,3.0,3.0,-0.9612,-0.4537,2.0,4.0,7.0,4.0,0.2532,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28.0,2.0,5.0,2.0,46.0,1.0,1.0,2.0,2.0,3.0,0.7516,0.7075,2.0,2.0,7.0,3.0,0.2713,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48.0,4.0,21.0,2.0,22.0,1.0,5.0,5.0,1.0,2.0,-0.1048,-0.4537,1.0,4.0,5.0,3.0,0.1895,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
65.0,3.0,37.0,1.0,47.0,1.0,3.0,8.0,4.0,3.0,-0.1048,0.7075,2.0,3.0,7.0,4.0,0.1171,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35.9645203775482,4.0,10.0,3.0,74.0,2.0,2.0,4.0,4.0,3.0,0.7516,1.8688,2.0,3.0,8.0,3.0,0.0917,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50.13502460625943,4.0,22.0,3.0,61.0,2.0,3.0,8.0,1.0,3.0,0.0007094886341394296,-0.4537,2.0,2.0,8.0,1.0,0.0279,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
56.0,2.0,23.0,2.0,67.0,0.0,5.0,9.0,1.0,3.0,0.7516,0.7075,2.0,2.0,7.0,4.0,0.0568,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,4.0,7.0,1.0,60.0,0.0,3.0,4.0,3.0,2.0,-0.00439484233852213,-0.4537,2.0,3.0,7.0,3.0,0.1506,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
64.53644290479873,3.0,34.0,4.0,22.0,0.0,4.0,4.0,1.0,3.0,-0.9612,-0.4537,1.0,3.0,8.0,2.0,0.4534,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
54.0,3.0,18.0,2.0,43.0,0.0,5.0,3.0,3.0,3.0,-0.008739560589663218,-0.4537,2.0,1.0,8.0,3.0,0.2863,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27.0,4.0,3.0,2.0,25.0,1.0,2.0,4.0,1.0,3.0,1.6081,-0.4537,1.8793542538550212,2.0,8.0,3.0,0.1125,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42.0,3.0,4.0,3.0,40.0,0.0,1.0,6.0,3.0,3.0,-1.8176,1.8688,2.0,3.0,9.0,3.0,0.1143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40.0,2.0,13.0,1.0,25.0,1.0,1.0,6.0,3.0,3.0,0.7516,-0.4537,1.0,3.0,6.0,3.0,0.0252,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,4.0,29.0,2.0,51.0,1.0,2.0,8.0,1.0,4.0,1.6081,0.7075,2.0,2.0,8.0,5.0,0.1552,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
64.0,4.0,39.0,1.0,54.0,1.0,2.0,5.0,3.0,3.0,0.0003395011904007636,-1.615,2.0,4.0,8.0,3.0,0.2812,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51.0,1.0,19.0,2.0,50.0,1.0,5.0,9.0,1.0,4.0,-0.9612,0.7075,2.0,3.0,7.0,5.0,0.0321,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34.0,2.0,5.0,1.0,60.0,1.0,3.0,6.0,2.0,4.0,0.7516,-0.4537,1.901651185077534,3.0,8.0,3.0,0.0348,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31.194609398313244,2.0,7.0,1.0,26.0,1.0,3.0,4.0,1.0,4.0,-0.1048,0.7075,2.0,3.0,8.0,3.0,0.2107,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,3.0,6.0,3.0,47.0,0.0,3.0,4.0,1.0,3.0,0.7516,0.7075,2.0,3.0,9.0,3.0,0.1312,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.0,2.0,14.0,1.0,55.0,1.0,3.0,6.0,3.0,5.0,0.7516,-0.4537,2.0,2.0,7.0,3.0,0.8298,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,3.0,20.0,1.0,40.0,1.0,2.0,8.0,2.0,3.0,0.7516,0.7075,3.0,4.0,6.0,3.0,0.07200000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,3.0,6.0,4.0,54.0,1.0,3.0,5.0,4.0,5.0,-0.9612,0.7075,2.0,4.0,8.0,2.0,0.1404,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39.0,3.0,16.0,4.0,43.0,0.0,3.0,9.0,1.0,5.0,0.7516,-0.4537,2.0,4.0,6.0,3.0,0.0267,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,4.0,6.0,3.0,38.0,0.0,5.0,9.0,1.0,5.0,-0.1048,-0.4537,2.0,3.0,8.0,3.0,0.1788,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,3.0,16.0,2.0,24.0,1.0,5.0,5.0,1.0,3.0,-0.1048,0.7075,2.0,2.0,8.0,3.0,0.1576,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50.0,3.0,18.0,2.0,20.0,2.0,3.0,5.0,4.0,3.0,-0.1048,-0.4537,1.8757535731819364,3.0,8.0,1.0,0.2621,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29.0,3.0,6.0,4.0,45.0,0.0,3.0,7.0,4.0,4.0,-1.8176,0.7075,2.0,2.0,8.0,5.0,0.502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
23.0,3.0,4.0,1.0,29.0,0.0,4.0,8.0,1.0,2.0,-0.9612,-0.4537,2.0,3.0,7.0,3.0,0.3345,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,4.0,2.0,2.0,53.0,0.0,2.0,3.0,3.0,4.0,0.7516,0.7075,2.0,2.0,6.0,3.0,0.2182,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,1.0,3.0,1.0,41.0,0.0,3.0,8.0,3.0,3.0,-0.1048,-0.4537,2.0,4.0,5.0,3.0,0.0059,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
58.0,4.0,20.0,3.0,45.0,2.0,1.0,5.0,2.0,3.0,0.7516,-0.4537,2.0,2.0,9.0,3.0,0.2471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23.0,2.0,4.0,1.0,52.0,1.0,1.0,4.0,3.0,3.0,-0.1048,-0.4537,2.0,2.0,7.0,3.0,0.2417,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
72.08487089281161,3.0,40.0,3.0,61.0,1.0,3.0,1.0,3.0,4.0,0.7516,1.8688,3.0,3.0,6.0,3.0,0.0151,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
29.0,4.0,5.0,4.0,28.0,1.0,2.0,7.0,3.0,3.0,0.7516,-0.4537,2.0,3.0,7.0,3.0,0.0254,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47.0,3.0,24.0,3.0,40.0,0.0,4.0,4.0,3.0,3.0,-0.1048,-0.4537,2.0,5.0,8.0,4.0,0.1417,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24.0,4.0,5.0,4.0,43.0,2.0,2.0,8.0,2.0,3.0,-0.1048,-0.4537,1.0,3.0,7.0,3.0,0.0447,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42.0,4.0,20.0,3.0,63.0,1.0,1.0,4.0,1.0,3.0,0.0003334283117733261,0.7075,1.0,3.0,7.0,3.0,0.1172,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31.0,4.0,5.0,2.0,44.0,0.0,3.0,5.0,1.0,3.0,0.7516,0.7075,2.0,3.0,8.0,2.0,0.1764,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,5.0,3.0,2.0,52.0,2.0,1.0,2.0,2.0,1.0,-0.1048,-2.7762,2.0,3.0,7.0,5.0,0.3747,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,1.0,29.0,1.0,50.0,1.0,3.0,3.0,4.0,2.0,0.7516,0.7075,2.0,3.0,6.0,3.0,0.0329,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32.0,4.0,8.0,2.0,35.0,0.0,2.0,5.0,3.0,5.0,-0.9612,-1.615,2.0,3.0,8.0,3.0,0.5135,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42.0,3.0,3.0,3.0,27.0,1.0,3.0,8.0,2.0,3.0,-0.1048,-0.4537,2.0,2.0,9.0,4.0,0.1093,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45.0,5.0,10.0,4.0,24.0,1.0,2.0,7.0,3.0,3.0,-0.9612,-0.4537,2.0,3.0,7.0,3.0,0.0318,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,4.0,6.0,2.0,43.0,0.0,5.0,5.0,1.0,2.0,-0.1048,-0.4537,1.0,3.0,8.0,4.0,0.0386,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
50.0,3.0,26.0,2.0,35.0,0.0,1.0,8.0,3.0,3.0,-0.1048,-1.615,1.881545570283336,3.0,9.0,3.0,0.0233,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23.0,3.0,4.0,3.0,46.0,2.0,3.0,1.0,1.0,4.0,-0.9612,0.7075,2.0,3.0,9.0,5.0,0.0544,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,3.0,8.0,3.0,60.0,0.0,2.0,7.0,3.0,4.0,-0.0030377645768890557,0.7075,1.0,4.0,6.0,3.0,0.2426,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42.0,3.0,9.0,3.0,46.0,2.0,3.0,5.0,1.0,3.0,0.7516,-0.4537,1.8948701741430605,2.0,8.0,1.0,0.4911,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26.0,1.0,3.0,3.0,71.0,0.0,3.0,5.0,1.0,5.0,0.7516,0.7075,2.0,3.0,5.0,2.0,0.5104,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
